episode,epsilon,total_reward,steps,exit_reason
101,0.04180272439761663,-17196.7295147254,64,terminated
102,0.040526406005921785,-15512.140293199584,62,terminated
103,0.039269411566355404,-17781.013016921945,63,terminated
104,0.03807044013721019,-16220.83034096656,62,terminated
105,0.03670558794477961,-20719.181236328073,73,terminated
106,0.0355848950318898,-16041.537942050301,62,terminated
107,0.0345156768893977,-15342.517986921503,61,terminated
108,0.033278265472405005,-20674.317415134487,73,terminated
109,0.032294501801498135,-16094.539199881954,60,terminated
110,0.03130848791857944,-15553.674412506098,62,terminated
111,0.03032223396435902,-16521.37855781359,64,terminated
112,0.029425855749586668,-15900.660595305624,60,terminated
113,0.028527427203941486,-16080.522950564697,62,terminated
114,0.027670264559573922,-15303.479901251907,61,terminated
115,0.026838857052311645,-15303.479901251907,61,terminated
116,0.02603243081841752,-15303.479901251907,61,terminated
117,0.02525023524641206,-15459.292330793618,61,terminated
118,0.024491542278413617,-15306.668272332647,61,terminated
119,0.023755645732471155,-15303.479901251907,61,terminated
120,0.023018824545078885,-17097.00898021766,63,terminated
121,0.02231601510991787,-15633.645726108523,62,terminated
122,0.021645486555533503,-15386.77469394415,61,terminated
123,0.02099510535003872,-15303.479901251907,61,terminated
124,0.020252542252089042,-20850.35363874629,72,terminated
125,0.01964401479716426,-15673.789933246859,61,terminated
126,0.019053771746181846,-15712.41628752463,61,terminated
127,0.018389065026971213,-22927.292144938736,71,terminated
128,0.01783652940946595,-16152.645523928259,61,terminated
129,0.017291945513144467,-15828.980414179423,62,terminated
130,0.016772375008719195,-15680.641063022707,61,terminated
131,0.01627655429889024,-15719.807958993537,60,terminated
132,0.015787493220080388,-15733.166107448327,61,terminated
133,0.015313126943033509,-16004.267247997443,61,terminated
134,0.01485301393353599,-15466.406717762657,61,terminated
135,0.014406725924137817,-15303.479901251907,61,terminated
136,0.013973847515526655,-15379.432746188502,61,terminated
137,0.01355397578987931,-15303.479901251907,61,terminated
138,0.013146719935830834,-15303.479901251907,61,terminated
139,0.012751700884712208,-15303.479901251907,61,terminated
140,0.01236855095771794,-15303.479901251907,61,terminated
141,0.011996913523675247,-15303.479901251907,61,terminated
142,0.0116306244457626,-15563.96384847998,62,terminated
143,0.011281159464770594,-15448.10178322858,61,terminated
144,0.010942194846292172,-15303.479901251907,61,terminated
145,0.010613415086288538,-15303.479901251907,61,terminated
146,0.01029451416066014,-15303.479901251907,61,terminated
