episode,epsilon,total_reward,steps,exit_reason
80,0.05266859110398944,-20946.76842441705,70,terminated
81,0.050958472223018275,-21468.592955570162,66,terminated
82,0.049303879919192085,-19936.94742318788,66,terminated
83,0.04775075008886719,-18197.588039550763,64,terminated
84,0.0459468432726516,-23532.010464197825,77,terminated
85,0.04427746665144227,-26885.421991731764,74,terminated
86,0.04260477200793093,-28159.146481603166,77,terminated
87,0.04124204056894074,-19589.07272049055,65,terminated
88,0.03984311073562605,-26741.29562776471,69,terminated
89,0.03839549969554622,-24323.53800720263,74,terminated
90,0.03698198414901204,-27315.280640358593,75,terminated
91,0.03578120037972283,-20882.4615754321,66,terminated
92,0.03444669729187857,-29307.189215441544,76,terminated
93,0.03332823282964087,-21558.801932053128,66,terminated
94,0.03219773931976942,-20255.423456986,69,terminated
95,0.031136721081643875,-20132.70996913433,67,terminated
96,0.030110666779664712,-22916.60058038894,67,terminated
97,0.029118424240582808,-22043.32109422966,67,terminated
98,0.028172965741804452,-18857.3346720464,66,terminated
99,0.027135788849101207,-23154.273097352718,75,terminated
100,0.026254705381930574,-18427.85412992324,66,terminated
101,0.025414937657349815,-21440.262274859706,65,terminated
102,0.02460203025441385,-20199.452746286966,65,terminated
103,0.023815124034508802,-19486.779248089042,65,terminated
104,0.02307645802784178,-18493.3170845881,63,terminated
105,0.022204685755090773,-27489.990257434496,77,terminated
106,0.02139792775735664,-25638.752091810296,74,terminated
107,0.020599866195345883,-36806.7280321696,76,terminated
108,0.019891168265885252,-33214.161729849264,70,terminated
109,0.019226072962945095,-19330.309799910818,68,terminated
110,0.018592512517641022,-20196.754840592963,67,terminated
111,0.01796185457544422,-24633.606784843734,69,terminated
112,0.017369954159522673,-21335.215178843933,67,terminated
113,0.016814368916099855,-19795.45226191082,65,terminated
114,0.016284696647213846,-18920.378971531045,64,terminated
115,0.01568518180656965,-24071.562769707045,75,terminated
116,0.015183484710992881,-19942.039689144713,65,terminated
117,0.01469783460669834,-20894.44389612036,65,terminated
118,0.014220604364851177,-19521.565735805838,66,terminated
119,0.013772638710211067,-19037.776987762012,64,terminated
120,0.013272240436084722,-23099.674600015187,74,terminated
121,0.012847722278712058,-21112.030537996838,65,terminated
122,0.01243056412077084,-19606.663801728544,66,terminated
123,0.012020937373024952,-21857.617850124072,67,terminated
124,0.011636442667096148,-18604.984085193828,65,terminated
125,0.011264246185032894,-20731.33794094439,65,terminated
126,0.010898502585723419,-22736.784383415314,66,terminated
127,0.010507783563439352,-23515.72286946959,73,terminated
128,0.010126006558271863,-26044.10375226917,74,terminated
129,0.01,-20191.356224205694,64,terminated
130,0.01,-18242.018209549446,65,terminated
131,0.01,-17814.71742863855,62,terminated
132,0.01,-17644.19098921367,63,terminated
133,0.01,-22283.15090081916,74,terminated
134,0.01,-25607.11449439136,77,terminated
135,0.01,-29648.652551538653,73,terminated
136,0.01,-26991.604603761247,72,terminated
137,0.01,-18285.943891576448,64,terminated
138,0.01,-22494.944442843178,74,terminated
139,0.01,-26202.91235213031,73,terminated
140,0.01,-20910.98441133424,66,terminated
141,0.01,-31334.750837018193,72,terminated
142,0.01,-17499.92968452252,63,terminated
143,0.01,-25011.982396652988,77,terminated
144,0.01,-25836.922971667558,76,terminated
145,0.01,-25520.659092211634,77,terminated
146,0.01,-29223.11672010461,79,terminated
147,0.01,-27367.866682930027,83,terminated
148,0.01,-18293.63490142711,66,terminated
149,0.01,-24301.64593423049,75,terminated
150,0.01,-18963.556364186214,65,terminated
151,0.01,-18892.72817521897,64,terminated
152,0.01,-19067.19360908025,64,terminated
153,0.01,-25032.81598563792,73,terminated
154,0.01,-24846.885151274175,76,terminated
155,0.01,-17693.835796512212,65,terminated
156,0.01,-18076.240903465143,64,terminated
157,0.01,-19795.89652761607,67,terminated
158,0.01,-21719.889482195405,75,terminated
159,0.01,-19561.643838461587,65,terminated
160,0.01,-21435.086994175836,74,terminated
161,0.01,-21869.899088056733,73,terminated
162,0.01,-23133.323168918403,73,terminated
163,0.01,-24825.589062104835,76,terminated
164,0.01,-23671.950052968048,77,terminated
165,0.01,-17629.107832405614,64,terminated
166,0.01,-22186.997758274443,77,terminated
167,0.01,-19637.017806102638,67,terminated
168,0.01,-41076.86589495767,91,terminated
169,0.01,-27607.493715562858,77,terminated
170,0.01,-21799.61570813627,64,terminated
171,0.01,-26048.65603130552,74,terminated
172,0.01,-21548.880468508145,75,terminated
173,0.01,-24555.756503761728,75,terminated
174,0.01,-23797.14802874808,75,terminated
175,0.01,-41644.75690400888,81,terminated
176,0.01,-23095.966926227833,76,terminated
177,0.01,-20775.142726850216,65,terminated
178,0.01,-30036.764378584805,77,terminated
179,0.01,-26216.944923172658,75,terminated
180,0.01,-18308.39084133663,65,terminated
181,0.01,-17748.94318329665,64,terminated
182,0.01,-17892.988664542776,65,terminated
183,0.01,-18675.644993826296,64,terminated
184,0.01,-39219.701314461134,77,terminated
185,0.01,-22841.73264254701,67,terminated
186,0.01,-22002.940204647643,65,terminated
187,0.01,-17340.60146988975,64,terminated
188,0.01,-23587.901492514582,75,terminated
189,0.01,-26896.352886834607,77,terminated
190,0.01,-22838.800353052964,75,terminated
191,0.01,-19634.035401415575,69,terminated
192,0.01,-24480.772061766067,72,terminated
193,0.01,-19073.793229650197,65,terminated
194,0.01,-22650.038853301325,76,terminated
195,0.01,-17915.626473257424,63,terminated
196,0.01,-23326.631303689246,75,terminated
197,0.01,-29398.400503787954,82,terminated
198,0.01,-23051.41271328165,68,terminated
199,0.01,-18639.753249779882,64,terminated
200,0.01,-20121.699969714937,65,terminated
201,0.01,-26064.544767108797,72,terminated
202,0.01,-18133.916556116434,64,terminated
203,0.01,-22015.198450882417,73,terminated
204,0.01,-24396.000692969206,72,terminated
205,0.01,-17103.58687460741,62,terminated
206,0.01,-17314.886034975625,63,terminated
207,0.01,-18290.96953228978,63,terminated
208,0.01,-18587.40875455083,66,terminated
209,0.01,-25135.831880896872,73,terminated
210,0.01,-25894.95106507625,74,terminated
211,0.01,-20531.340239757796,65,terminated
212,0.01,-19990.810649678788,66,terminated
213,0.01,-22838.672599593174,76,terminated
214,0.01,-20655.41235645134,65,terminated
215,0.01,-31663.93834009577,78,terminated
